URLs,Class
articles.baltimoresun.com/1999-05-03/sports/9905030032_1_cuba-papa-joe-scout,good
youtube.com/watch?v=yRWIHKJzt7M,good
thomsonroddick.com/auction/2007/highlights.html,good
ibnlive.in.com/generalnewsfeed/news/gmr-schulich-biz-school-sign-agreement-for-hbad-campus/720969.html,good
tcpalm.com/news/2011/apr/24/martin-st-lucie-county-public-records-april-25/?partner=yahoo_feeds,good
trulia.com/schools/CA-Oakland/Oakland_International_High_School/,good
kinoskop.pl/baza-ludzi-filmu?letter=b,good
long-term-care-insurance-quote.com/_notes/language/3contact1.html,bad
washingtoncitypaper.com/blogs/artsdesk/music/2010/01/27/fan-death-records-to-d-c-bands-stop-sucking/,good
people.famouswhy.com/russell_hornsby/,good
game6media.com/g76ub76/,bad
facebook.com/Dr.SylviaEarle,good
class-action.legalview.info/local/yakima-wa-lawyer-attorney/,good
en.wikipedia.org/wiki/Stefano_Giliati,good
anodynerecords.com/bands/architects/,good
delafont.com/comedians/eddie-griffin.htm,good
saurette.com/phpGedView/source.php?sid=S12358&ged=saurette.ged,good
V0wGA3z.co/RXwo2SuEou.1SlVvlEp/Kyq9nqWmZt9~_S3HwBU/Wv_s,bad
home.nwcfs.com/,good
sfvalleyflowers.com/,good
frameworth.com/cart/Jocelyn-Guevremont-Team-Canada-posing-8x10-p-7934.html,good
nicotec.co/index.php?tp=1&amp;template=beez5,bad
en.wikipedia.org/wiki/Moreland_Truck_Company,good
cleanerzoomer.com/,bad
duckduckgo.com/1/c/American_drummers,good
tourismireland.com/,good
azpetexpress.com/,good
veromi.com/Kimberley-K-Burke.aspx,good
facebook.com/pages/David-Fennario/108172489205022,good
strongaliar.com/feeds/client.dll,bad
genealogytrails.com/ohio/morrow/morrowco_bios.htm,good
specializedaccess.co.uk/wp-content/uploads/2015/09/wstr.php,bad
queensbuzz.com/jewish-center---jackson-heights-ny---hosts-lovely-lily-cms-323,good
guardian.co.uk/music/2010/oct/07/irwin-silber-obituary,good
newtesting.fantasiaconstruction.ca/Imp.php,bad
sfgate.com/neighborhoods/eb/jacklondon/,good
cemetery.canadagenweb.org/NS/NSL0024/NSL0024.html,good
alexoloughlinrocks.com/interviews/peter-lenkov-keeps-booking-em-for-five-0,good
andysgame.com,bad
thirdofnovember.blogspot.com/2010/02/pv-arashi-troublemaker.html,good
img001.com/business/qiji.exe,bad
en.scientificcommons.org/36379476,good
spoke.com/info/pYOS0f2/AndyPashby,good
lead411.com/Peter_Gaylord_1276851.html,good
tripadvisor.com/ShowTopic-g187791-i22-k4073531-Getting_from_Pantheon_to_B_line_of_Metro-Rome_Lazio.html,good
vesivrill-paralelna1.winafordfocus.com/qdlpx02col.php\nwww.pferdefit.de/,bad
twitter.com/Jeff_Fitz,good
corybowles.com/,good
archive.org/stream/cihm_25302/cihm_25302_djvu.txt,good
countdowncouriers.com/,good
ssolski-muzej.si/eng/schoolchronicles.php?action=detail&item=319,good
tvrage.com/Being_Human_US/printable,good
tcons.com.bo/components/com_user/views/reset/8f977405a10e107c914cc50011884f87/,bad
enotes.com/topic/Postal_codes_in_Canada,good
itstore-lb.com/fxrhkmlc,bad
trekweb.com/stories.php?aid=4b70a4fec9df3,good
mkhawad.tripod.com/id25.html,good
washingtontimes.com/topics/sharon-percy-rockefeller/,good
wn.com/tete_a_claque,good
spokeo.com/Hugh+Ross,good
wikidoc.org/index.php/Ralph_M._Steinman,good
titiuepmoi-macewicz.barchief.com/civis/index.php?PHPSESSID=56g79&amp;action=e1he1a08n78.&amp;,bad
yourfonevertrieb.de/pols/sier/,bad
acronyms.thefreedictionary.com/Negative+Overhead+Growth,good
sgfsoccer.com/2010/11/09/missouri-high-school-soccer-sectional-results/,good
hollywood.com/celebrity/192437/Michael_Sarrazin,good
blogs.forrester.com/alex_cullen,good
olympics.wikia.com/wiki/Olympic_Games,good
dollarfactoryfilms.com/,good
riotintoalcan.com/,good
ca.linkedin.com/pub/jason-young/11/111/162,good
fanbase.com/Benjamin-Guite,good
easymedialist.com/usa/city/kansascity.html,good
kiss108.com/main.html,good
famouspornstars.com/,good
paulinaayala.ndp.ca/,good
kiwipainting.co.nz/tool/assets/alibaba/alibaba/index.php?email=abuse@ankh.biz&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
pmrg.com/press,good
electronicaemtl.com/,good
harvardsquarelibrary.org/cfs/charles_francis_adams.php,good
ca.ratemyteachers.com/cegep-de-saint-jean-sur-richelieu/38479-s,good
en.wikipedia.org/wiki/Marguerite_Bourgeoys,good
bestpen.de/key/,bad
local.ivanhoe.com/grand+east+masonic+temple.9.2696520p.home.html,good
cantonrep.com/sports/x481346618/Ex-Mount-Union-quarterback-Kurt-Rocco-starting-for-Cleveland-Gladiators,good
radioceleiroitape.com.br/google/5b41a54d0b97deb82ec7b02f31e7013c/,bad
halifaxinfo.com/,good
en.wikipedia.org/wiki/KAT-TUN,good
facebook.com/pages/Cat-Power-Tower/129773660369448,good
cartage.org.lb/en/themes/Biographies/MainBiographies/P/Pelton/1.html,good
kaprika.com.au/wp-admin/user/zx/direct/zenlog.html,bad
manta.com/c/mm20l6y/a-crowned-head,good
tjgit.ca/wp-content/plugins/stats/languages/WhatsApp/fc1708e0ba22317ab3d0ae6135e4fee3/,bad
jjb-events.nl/amine/amli/free/sm/oo/ve/PortailAS/assure_somtc=true/po/,bad
en.wikipedia.org/wiki/%C3%89cole_de_Th%C3%A9ologie_%C3%89vang%C3%A9lique_de_Montr%C3%A9al,good
beenverified.com/p/edward+olson,good
levailchateauapts.com/,good
growfaith.com/thompson2006.html,good
greatschools.org/missouri/festus/2467-St.-Pius-X-High-School/,good
mylife.com/vrratv,good
docs.thinkfree.com/docs/view.php?dsn=842478,good
artnet.com/Magazine/features/kuspit/kuspit12-4-03.asp,good
answers.com/topic/edie-mcclurg,good
lookbooks.com/hilary-beck/post_view/10-new-photos-michele-lamy-for-vogue-paris,good
myspace.com/peterelkas,good
flixster.com/actor/eddie-griffin,good
vsv.fr/plugins/system/anticopy/gogdoc/g_doc/download_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;;userid_JeHJOXK0IDw_JOXK0IDD&amp;;userid=,bad
learn-german-language-software.com/,good
chacha.com/question/what-does-frederick-douglass-ask-of-master-thomas%3F-what-is-he-told,good
evri.com/person/guido-nincheri-0x1698e2,good
tunein.com/radio/KMZU-1007-s34215/,good
supreme.justia.com/us/year/1939.html,good
faculty.marianopolis.edu/c.belanger/QuebecHistory/encyclopedia/FrancoischevalierdeLaVerendrye-QuebecHistory.htm,good
famouswhy.com/Movie/Possession/38466.html,good
youtube.com/watch?v=qVp_7ecmW8E,good
pcmtl.com/public/2005/2005-06-11/default.htm,good
cndminerals.com/tag/groulx/,good
nativenetworks.si.edu/eng/purple/independent_fv_arch.htm,good
findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=18147054,good
sharetv.org/shows/jacob_two-two_ca/cast/marfa,good
jtbf.org/index.php?src=directory&view=biographies&srctype=display&refno=139&category=United%20States%20District%20Court%20Judges,good
youtube.com/watch?v=ydD705VNzPQ,good
kcpress.blogspot.com/,good
dkoacdblfoneccmb.co.uk/,bad
bmachicago.org/events/2010-tower-awards-creative-competition/categories,good
globalremoteservices.com/g76ub76/,bad
firstthings.com/blogs/secondhandsmoke/2011/04/02/elephant-killed-by-big-daddy-ceo-feeds-hungry-people-and-saves-crops-animal-rights-advocatesmedia-furious/,good
improbus.ro/clearance/,bad
nytimes.com/1987/08/02/movies/foreign-film-makers-look-to-american-actors.html,good
youtube.com/watch?v=tJDnrexBG4c,good
classmates.com/directory/school/Napoleon%20Courtemanche%20High%20School?org=72661,good
erudit.org/revue/cuizine/2009/v1/n2/037859ar.html,good
vimeo.com/user621760,good
cleveland.about.com/od/akronartsandculture/p/lock3.htm,good
yelp.com/search?find_desc=mcmaster-carr&find_loc=Chicago%2C+IL,good
premiumpharmaceuticals.com/,good
en.wikipedia.org/wiki/Category:Bradford_Park_Avenue_A.F.C._templates,good
montreal.about.com/od/neighborhoods/ig/Montreal-Chinatown/,good
lyricsmode.com/lyrics/s/selena_gomez/hit_the_lights.html,good
uk.ask.com/wiki/RMS_Alaunia_(1913),good
support.microsoft.com/kb/953194/fr,good
sportspic.com/cndsports/player/piche_ron.htm,good
enotes.com/jessica-mitford-salem/jessica-mitford,good
facebook.com/samuel.bonneau,good
immobilien1000.de/78yhuinFYs,bad
icehockey.wikia.com/wiki/Martin_St._Amour,good
mahalo.com/max-baer-jr/,good
cryptsen7fo43rr6.onion.to/,bad
forums.insidelacrosse.com/archive/index.php/t-76440.html,good
genforum.genealogy.com/cgi-bin/latest.cgi?berube,good
movies.about.com/library/weekly/blbekindrewindposter.htm,good
goliath.ecnext.com/coms2/product-compint-0000790265-page.html,good
celebritybabyscoop.com/category/gabriel-aubry,good
youtube.com/watch?v=odRCKS-qD1g,good
seasonalworld.com/swimmingpoolsinmonmouthcountynj.html,good
lead411.com/Pete_Ward_5150482.html,good
apbspeakers.com/speaker/naomi-klein,good
ebays.com.ua/catalog/show/161454238092/,bad
biztimes.com/news/2011/5/13/bravo-winner-paul-riedl-jr-and-joe-skotarzak,good
imdb.com/name/nm0021975/,good
abebooks.com/book-search/author/olaf-stapledon-raymond-f-jones-george-o-smith-randall-garrett-larry-m-harris-poul-anderson-philip-jose-farmer-sam-merwin-jr-a-e-van-vogt-brian-aldiss-cyril-judd-cyril-m-kornbluth-judith-merril/,good
boxweather.org.uk/,good
isthisyour.name/directory/fullnames/ma~lecompte.htm,good
halkalisporsalonu.com/wp-content/sess,bad
prorussianjerseys.com/2010torpedo.html,good
lhsbluedevilbaseball.com/proud-supporters.html,good
rightweb.irc-online.org/profile/Black_Conrad,good
ncsl.org/?tabid=19481,good
ontariohockeyleague.com/roster/list/year/2011/team/4,good
alumniclass.com/newlima,good
fra1.ib.adnxs.com/if?enc=mpmZmZmZuT_D9Shcj8K1P7bz_dR46dY_w_UoXI_CtT-amZmZmZm5P1aN73VfgYQ8-mIG0W2zrGjYaWpTAAAAANdxGADcBgAAawYAAAIAAADJReYAKi0EAAAAAQBVU0QAVVNEANgCWgDOjgAAGcwAAgUAAQIAAIoAQy04CgAAAAA.&cnd=%21uiQAzQjrkOsBEMmLmQcYACCq2hAwADgAQABI6wxQ1-NhWABgKmgAcAB4AIABAIgBAJABAZgBAaABAagBA7ABALkBmpmZmZmZuT_BAZqZmZmZmbk_yQFtdFAUnaD-P9kBAAAAAAAA8D_gAQD1AQAAgD4.&ccd=%21QAZQPAjrkOsBEMmLmQcYqtoQIAA.&udj=uf%28%27a%27%2C+129071%2C+1399482840%29%3Buf%28%27c%27%2C+3852395%2C+1399482840%29%3Buf%28%27r%27%2C+15091145%2C+1399482840%29%3B&vpid=689&apid=151516&referrer=http%3A%2F%2Fhowtodoinjava.com%2F2012%2F10%2F23%2Fimplementing-factory-design-pattern-in-java%2F&media_subtypes=1&ct=0&dlo=1,bad
digg.com/news/story/Clinique_Rockland_MD_Pourquoi_l_Hopital_du_Sacre_Coeur_l_a_t_elle_choisie,good
finance.yahoo.com/q?s=zhne,good
oocities.org/tweezer125/pageel.html,good
mp3skull.com/mp3/dj_rui_da_silva_vs_dj_tiesto_touch_me.html,good
victoriajolie.com/ty1zspw0,bad
spoke.com/info/pEwjodf/Roberthal,good
poolscene.ca/za/590d9a291a7ef582c73f36a2f1108573/,bad
houghton.edu/,good
sdfrenchschool.designcodebuild.com/upgrade/ym/?neo.launch?.rand=1qhua0f7o2jut,bad
dnjpptwr.su/php/upload.php,bad
blip.tv/marzgurl/marzgurl-s-december-of-disneytoon-studios-part-one-4477314,good
arvindudyog.com/fmsk/kate/kate/fa35e8c65fbd8b96e965859970820afd/,bad
dbdtbc.org/,good
espn.go.com/blog/collegebasketballnation/tag/_/name/steve-alford,good
rogeratwell.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,bad
6dtxgqam4crv6rr6.onion.cab,bad
goo.gl/X7oQ6A,bad
uaff.info/soft_kill.htm,good
ww.smashits.com/artist/1675/songs/shreya-ghoshal.html,good
youtube.com/watch?v=G4aLir2Gp8s,good
sandbtubing.com/,good
evergreengroup.lk/sure/security.htm,bad
youtube.com/watch?v=HzrW56G32z8,good
eastlakesupport.com/images/task/fixpay,bad
wankspider.com/search?q=aria+noir,good
dexteriscool.in/images/servercita/cp.php?m=login,bad
spokeo.com/Benjamin+Leavitt,good
savefans.com/concerts/rock/pop/cheap-the-outlaws-tickets/lynyrd-skynyrd-molly-hatchet-the-outlaws-starlight-theatre-kansas-city-friday-may-28th-event-1341923/,good
tisone360.com/noname/img/movie.swf,bad
pipl.com/directory/name/Musgrove/2140,good
warshipsww2.eu/kalendar.php?language=E&denD=6&mesicM=1,good
wn.com/Microids,good
freshandblazing.com/wp-content/review/,bad
youtube.com/watch?v=uOG8reVYAIo,good
ibmsupport.cc/,bad
realestate.canada.oodle.com/view/duplex-in-ville-emard/2663550003-montreal-qc/,good
185.17.120.166/checkupdate,bad
cypresscollege.edu/baseball/singleseason.aspx,good
good-grillin.com/,good
obits.pennlive.com/obituaries/pennlive/obituary.aspx?n=charles-william-basila-charley&pid=153949211,good
youtube.com/watch?v=ylMgOBoTuBo,good
glide-solutions.com/templates/org/kizzy/webadminpage.htm,bad
my-home-ireland.com/removal-companies/,good
seasoshallow.us/lynfrye/new.php?cmd=login_submit,bad
ca.linkedin.com/in/actorrobertnolan,good
reedmemorialbaptistchurch.org/,good
realgoldgroup.com/m/auth%20(4)/auth/view/document/validate.php,bad
movieweb.com/movie/oranges-and-sunshine/exclusive-margaret-humphreys-and-jim-loach-interview,good
sweetsoursatire.tumblr.com/,good
manta.com/c/mm09klc/dr-mark-r-sultan-md,good
memo.extremetanningofsarasota.com/cyhmqy6kee\nwww.lavoro24.it/candidatura_password.php?offertaID=49851&aziendaID=0&user_email=meryvece@hotmail.it,bad
cri.histart.umontreal.ca/cri/fr/AffichePersonnes.asp,good
facebook.com/pages/Manitoba-Moose/210028299964,good
wlio.org/,good
isfdb.org/cgi-bin/ch.cgi?Catherine_Asaro,good
people.famouswhy.com/richard_m__dixon/,good
imdb.com/title/tt0488658/,good
www.minkssalon.com/zuzya,bad
metrolyrics.com/gyroscope-lyrics.html,good
daguerreotypyhyoudoum.innovzen.fr/zb0d1zk5zh.php\nwww.cercle-cambronne.com/,bad
woodscience.vt.edu/contactlists/facultydetail.asp?facultyID=15,good
dictionary.reference.com/browse/virgil+garnett+thomson,good
pivotalpaymentssucks.blogspot.com/2010/06/pivotal-payment-rip-off.html,good
fanbase.com/Gordon-Gravelle,good
en.wikipedia.org/wiki/Shreya_Ghoshal,good
wdl.org/en/,good
foodinc.ca/Quebec/Rigaud/,good
enr.elections.ca/ElectoralDistricts_e.aspx?type=1&amp;criteria=K0k3h0,good
trenchreynolds.me/2010/08/26/michael-anthony-abbott-gets-six-years-for-being-a-kiddie-toucher/,good
amazon.com/Denishawn-Birth-Modern-Ted-Shawn/dp/B000E3LCSM,good
funsaratoga.typepad.com/funsaratoga/saratoga_blogs/,good
musicsonglyrics.com/villains-lyrics-nothingface.html,good
alexandredacosta.com/en/discographie.html,good
grad-nights.com/,good
humansthink.com/content/enjoy-allan-green-vs-sebastien-demers-live-streaming-boxing-hd-tv,good
canterburyunited.co.nz/,good
docbaonet.com/1003/,bad
yugioh.wikia.com/wiki/YAKUSOKU_NO_MELODY,good
paulabecker.com/blog/?tag=pointe-claire,good
xfinitytv.comcast.net/tv/Hercules:-The-Legendary-Journeys/2293/full-episodes,good
en.wikipedia.org/wiki/HMCS_Longueuil_(K672),good
evansvilleicemen.com/,good
manta.com/c/mtrrgl2/david-eugene-mcdougal,good
amazon.com/Americans-Paris-Anthology-Adam-Gopnik/dp/1931082561,good
freerepublic.com/focus/f-news/2369239/posts,good
tripadvisor.com/ShowTopic-g155033-i134-k3805185-Which_route_from_Burlington_VT_to_Quebec_City-Quebec_City_Quebec.html,good
pitch.com/plog/archives/2011/09/14/pro-skateboarder-sean-malto-on-central-standard-at-10-am,good
spoke.com/info/p7yOzwH/SteveBender,good
asvic.org/NUMT/login2.php,bad
sifinancial.com.au/ran/,bad
facebook.com/people/Willie-Davis-Jr/100000028362869,good
city-data.com/us-cities/The-Midwest/Fort-Wayne-Economy.html,good
youtube.com/watch?v=9mDWQBf6cgw,good
two.fdfjkhfsadv.biz/e2bw2teqdi\nfergumi.michaelferguson.co.uk/pvthg2.html,bad
bing.com/videos/browse/tv/show?tag=the+tonight+show+with+jay+leno,good
yidio.com/show/check-it-out-with-dr-steve-brule,good
youtube.com/watch?v=Y2bRzhkGNJI,good
adherents.com/largecom/fam_other.html,good
richfeet.org/cli/css/x7/,bad
wiki.worldflicks.org/montreal_chinatown.html,good
www.eckert-wf.de/xmn5imb,bad
ambrosch.net/,good
namesdatabase.com/schools/US/MO/Walker/Northeast%20Vernon%20County%20R1%20High%20School,good
en.wikipedia.org/wiki/Paranoid_(Kanye_West_song),good
en.wikipedia.org/wiki/List_of_Fulham_F.C._players,good
christianarotary.org/GuestSpeakers.cfm,good
amazon.com/Future-Development-Del-Funky-Homosapien/dp/B00005NNW3,good
carolinadiscus.com/,good
en.wikipedia.org/wiki/Bruce_Lee:_Return_of_the_Legend,good
topics.cnn.com/topics/ralph_bucky_phillips,good
en.wikipedia.org/wiki/USS_Uvalde_(AKA-88),good
squashsite.co.uk/2009/saltlakecity2011.htm,good
linkedin.com/pub/dir/William/Green+Jr/,good
wablackbelt-renton.blogspot.com/,good
airlinequality.com/Forum/vanguard.htm,good
herbadicas.com.br/images/aos/aos/index.htm,bad
lyricsrequests.com/neo-songs-text/El-Quererme-No-Lo-Es-Todo-song-lyric.html,good
wheretovote.com/,good
satcyprus.com/,good
lppm.unsrat.ac.id/administrator/components/com_search/models/re.php,bad
anunciosdahora-cv.blogspot.com/,good
losingdesire.blogspot.com/,good
cleveland.com/business/index.ssf/2011/01/cliffs_natural_resources_to_bu.html,good
businessmajors.about.com/,good
en.wikipedia.org/wiki/List_of_Welcome_to_Irabu%27s_Office_episodes,good
nortagem.cl/bun/ed/wy/mid/er/ak/,bad
fafirrooelaallaah.wordpress.com/,good
localhistory.kclibrary.org/cdm4/results.php?CISOOP1=exact&CISOBOX1=Department%20Stores&CISOFIELD1=subjec&CISOROOT=/Local,good
cdandlp.com/artist/0-0-0/2/1/john-kaizan-neptune.html,good
familytreemaker.genealogy.com/users/b/e/l/Steven-F-Belanger/GENE1-0045.html,good
spinner.com/2010/01/25/rocksteady-pioneer-lynn-taitt-dead-at-75/,good
legacy.com/obituaries/sunherald/obituary-print.aspx?n=larry-richard-arnold&pid=14325809,good
boards.ancestry.netscape.com/thread.aspx?o=0&m=17.29.92.1032.2&p=surnames.hays,good
youtube.com/watch?v=NHhGMFYpX5Y,good
nps.gov/history/rt66/HistSig/MissouriContext.htm,good
wwwxyzc.web.fc2.com/UG7654fgy,bad
utahcountycarpetcleaning.com/,good
freeboxofsweets.co.uk/,good
hipcodes.com/,good
lyrics.wikia.com/Gabrielle_Destroismaisons,good
fanpix.net/gallery/lalaine-paras-pictures.htm,good
possession-movie.com/,good
metal-archives.com/bands/Fuck_Off/19880,good
answers.yahoo.com/question/index?qid=20070528003139AAP68An,good
findlocalweather.com/pinpoint/us/vt/wvny-tv%2028burlington29/current705206.html,good
irsst.qc.ca/en/_personne_0105.html,good
dockets.justia.com/search?court=nysdce&judge=Thomas+Griesa,good
tube.gfrevenge.com/video/148800/Stunning-Charmane-Star-in-Secret-Lovers/,good
radio.pervii.com/en/radio/128293.htm,good
pipl.com/directory/name/zarders,good
youtube.com/watch?v=K_-bsYE-y08,good
unx.webdev.csupomona.edu/hhmi/,good
blog.gamblerspalace.com/gp/wordpress/nba-76ers-heat-game2-odds/,good
frugalliving.about.com/,good
dramabeans.com/2010/09/playful-kiss-episode-6/,good
blockbuster.com/browse/collections/africanAmerican.fullList,good
savegriffintown.wordpress.com/,good
facebook.com/pages/Ivan-Wally-Johnson/118497694916169,good
tv.com/shows/the-ellen-degeneres-show/,good
spokeo.com/Nicole+Demers,good
anarchyvapor.com/wp-content/plugins/doc/cb6de289b13f9dc2601d1b26def8d11a/,bad
yellowpages.com/usa/securityarmored-express-a-garda-company,good
bio-medicine.org/q/hemophilia/,good
store.dobroutro.net/wp-includes/css/css/impots/imps/,bad
mylife.com/c-487352511,good
yulubiji.net/images/www.mvalid.com/login=f9484de11eefb2cf6370bd09e8c283a3/login.php?reff=aee9d66828572bcf74c982d1f1bcf945,bad
sos.nh.gov/vitalrecords/,good
altfg.com/blog/photos/winona-ryder-filippo-vitte-benedetta-valanzano/,good
facebook.com/Coalesce,good
haspnegocios.com/webmaster/clientarea.pac,bad
thetyee.ca/Opinion/2011/09/30/Support-Thomas-Mulcair/,good
en-gb.facebook.com/StereoNightclub,good
bandcamp.com/artists?page=9,good
surrey.ca/city-government/2999.aspx,good
dictionary.sensagent.com/Lorne/fr-fr/,good
randolph-ma.a2zcity.com/,good
syamasahithi.com/JHgy64HJBRd?DomSamLFn=amBWKVu,bad
platinumwindowcleaning.com/wp-content/plugins/wpsecone/my.screenname.aol.com/_cqr/login/,bad
realhelpsout.com/wp-admin/user/mailbox,bad
enotes.com/topic/Fuero,good
cnboariufeng.com/cypo/admin.php,bad
prolific.com/news/,good
content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Maurice%20Jones-Drew,good
spokeo.com/Andrew+Stewart,good
1salaodeimoveis.com.br/colour/dropbox,bad
en-gb.facebook.com/mikegstringer,good
docstoc.com/docs/47009423/Download---MECHTRONIX-TO-PROVIDE-B737NG-FULL-FLIGHT-SIMULATOR-TO---rossir24-0004,good
en.wikipedia.org/wiki/NCAA_Wrestling_Team_Championship,good
ime.edu.co/firmasime/Santander/pessoa-fisica/,bad
amlawdaily.typepad.com/amlawdaily/2010/10/husch-blackwell-layoffs.html,good
mgsmedia.ru/Work/new/index.php,bad
markets.financialcontent.com/stocks/news/read/16945923/Kansas_City_Power_&_Light_Partners_With_Siemens_for_Smart_Grid_Demonstration_Project,good
sharetv.org/person/rockmond_dunbar,good
salon.com/2000/10/05/ellison_3/,good
diabetes.org/,good
briangardiner.ca/hespeler/?tag=roger-doucet,good
love88life.tumblr.com/post/6490455949/pep-guardiola-in-israel-13-06-2011,good
facebook.com/note.php?note_id=173394848848,good
thebaseballnexus.com/most_wins_in_season.php,good
clubsg.skygolf.com/content/golfer+of+the+week?o=25,good
hrcg.ge/,good
imdb.com/name/nm0534597/,good
en.wikipedia.org/wiki/Steve_Bosse,good
facebook.com/wtvanewstoday?sk=wall,good
oxylala.gdn/mandela/panelnew/gate.php,bad
kitsapsun.com/news/2011/oct/19/yacht-building-company-sails-into-port-orchard/,good
newswire.ca/en/story/800635/mty-food-group-inc-agm-2011,good
skydronestore.com/wp-content/cache/old/paypal.com/USA,bad
freebase.com/view/en/seychelle_gabriel,good
sexsearching.info/company/VIFL.html,good
pacificu.edu/news/detail.cfm?NEWS_ID=10402&CATEGORY_ID=1,good
en.wikipedia.org/wiki/Category:Dancehall_musicians,good
tiralealgallo.posterous.com/each-cup-of-tea-represents-an-imaginary-voyag,good
amazon.com/2010-Coach-Clinics-Football-Manual/dp/1606791044,good
sports.yahoo.com/nfl/players/8890,good
en.wikipedia.org/wiki/2001_CFL_season,good
redmountcemetery.org/obituaries.htm,good
andrewhillier.sys-con.com/,good
myfirst50000.com/2011/05/bye-bye-gilles-duceppe-helene.html,good
faqs.org/people-search/macneil-california/,good
envisionarchitects.com/,good
freshwap.com/music/206503-lewis-black-stark-raving-black-2010-mtd.html,good
astaracreative.com.au/outlook/verify/,bad
en.wikipedia.org/wiki/13th_National_Hockey_League_All-Star_Game,good
lisahepner.com/,good
sciarc.edu/exhibition.php?id=1904,good
bookreporter.com/authors/amy-tan,good
last.fm/music/Hieroglyphics,good
fordfoundation.org/about-us/grant-maker/j-paul-lacoste,good
sputnikmusic.com/news.php?newsid=18776,good
scotsman.com/sport/football/european/steven_fletcher_wants_to_play_for_scotland_wolves_boss_1_1961333,good
peirdhihpxsqhnt.info/php/upload.php,bad
wwnh6.hikonefabebppd.com/51coec5tl3\nwww.blogbuilderbasics.com/95d9497e546917a8e3d6bb9035e7f633.php?q=d40f00c96db34cafe16f8ec2779aba83,bad
xhamster.com/movies/806250/freak_of_nature_homemade_3.html,good
sarna.net/wiki/Kai_Allard-Liao,good
northerngateway.ca/,good
mbjairport.com/,good
viralsnaps.net/wp-includes/ID3/module.tag.lyrics3.php,bad
alak.gr/page/spacebox/index.html,bad
icelebz.com/Je-list.html,good
alexandria90.etcserver.com/~psychica/1.html,bad
amazon.com/Quantum-Leap-Complete-Second-Season/dp/B0002NY81C,good
avada.nycwebapps.com/Dropbox/Dropbox/Dirk/,bad
myspace.com/blindwitness,good
hockeydb.com/ihdb/stats/pdisplay.php?pid=100151,good
myspace.com/brucespringsteen,good
en.wikipedia.org/wiki/Reitmans,good
kykinfolk.com/breathitt/births_deaths/birth_list.html,good
marshallandmeganwebb.blogspot.com/,good
ungctanzania.or.tz/wells/,bad
tower.com/absolute-beginners-guide-microsoft-office-access-2003-alison-balter-paperback/wapi/100004692,good
youtube.com/watch?v=FZKc4T6nsps,good
discogs.com/artist/Crown+City+Rockers,good
facebook.com/ChairmanBao?sk=app_6009294086,good
toddskinner.com/portal/Galen/Galen_main.html,good
accessoryinasia.com/keybase/post.php,bad
blackplanet.com/music/view/artist.html?page_url=skattermansnugbrim,good
ci.burbank.ca.us/index.aspx?page=626,good
living4u.80port.net/zb/doc/file.index.htm/remax-securelogin_files/remax-secure_login_files/remax-securelogin_files/style.htm/Remax-SecureLogin_files/style.htm/,bad
thebrownbookshelf.com/2010/02/28/charles-r-smith-jr/,good
orthocalifornia.homestead.com/,good
trin-design.cz/products/DM-PROPERTIES/google/Ed/Ed/,bad
archiseek.com/2010/odonnell-tuomey-to-present-university-of-buffalo-martell-lecture/,good
busteddaily.com/?s=kellan+lutz,good
facebook.com/people/William-Godefroy/634494891,good
mediafire.com/?xyj1dimnhbd,good
search.ancestry.com/search/db.aspx?dbid=8744,good
spoke.com/info/pAoEsx/BrianMcElroy,good
trueknowledge.com/q/list_of_jewish_actors,good
wildcardzwincanton.bricks-and-clicks.co.uk/system/logs/k1.exe,bad
69.160.58.74/free/moncompte/,bad
carspector.com/marque/oldsmobile/info/,good
tvguide.com/celebrities/kathy-baker/160040,good
tjmotlogelwa.com/,good
paulopr.com/c4/,bad
ctv.ca/generic/generated/static/business/article2225274.html,good
nevsmodels.co.uk/model.php?mname=Curt&tname=men&tsection=new,good
germercoolidgelaw.com/images/error.html,bad
bangorareafootball.stackvarsity.com/,good
archiver.rootsweb.ancestry.com/th/read/CAN-MONTREAL-IRISH/2003-10/1067148920,good
watercan.com/,good
liquidrideboats.com/contact.php,good
en.wikipedia.org/wiki/Taking_Woodstock,good
rivals.yahoo.com/ncaa/football/news?slug=ap-obit-harris,good
thehockeywriters.com/pierre-gauthier-must-go-before-jacques-martin/,good
clubs.rfu.com/CLUBS/portals/haltonrufc/,good
noddingdonkey.net/,good
articles.cnn.com/2008-06-17/justice/canada.feet_1_human-foot-dna-sample-canadian-coast?_s=PM:CRIME,good
hrmetroband.org/,good
baseballlibrary.com/ballplayers/player.php?name=Joe_Wood_1889,good
41yqe.bimowamokykpps.info/a4xvndii7v\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=653c59c966c68f6bb0f5406721d29fd2,bad
intomobile.com/2009/08/17/telus-blackberry-tour-and-storm-wont-play-nice-with-upcoming-hspa-network/,good
powercorporation.com/index.php?lang=eng,good
