URLs,Class,Results
6i3cb6owitcouepv.paybrakepoint.com/img/bitcoin.png,bad,1
cpcml.ca/,good,0
vipseal.de/tv929srp9e,bad,1
christianactivities.com/gma/,good,0
songlyrics.com/johnny-cash/if-i-were-a-carpenter-june-carter-cash-lyrics/,good,0
srhralliance.or.ke/libraries/emb/excel/excel/index.php?email=abuse@huawei.com,bad,1
jaliscos-mexican-restaurant.com/guestb/view/login.php,bad,1
greensburgdailynews.com/obituaries/x546190757/Ernest-O-Sonny-Simmons-70?keyword=secondarystory,good,0
toddfrederickphoto.blogspot.com/,good,0
cadimage.ca/Testimonials.htm,good,0
flmmbfadnbcdmbkk.com /,bad,1
crops.dunight.eu/uzjuz2.html,bad,1
en.wikipedia.org/wiki/12th_National_Hockey_League_All-Star_Game,good,0
learningpracticalturkish.com/movies--007-08-07.html,good,0
ekurhulenimunicipalityvacancies.com/,good,0
cafedonasantina.com.br/script/galleria/namecheap/webnet/,bad,1
nndb.com/people/489/000109162/,good,0
screenjunkies.com/movies/genres-movies/drama/10-best-period-drama-films/,good,0
coachingafemaleathlete.com/,good,0
imdb.com/title/tt1508328/,good,0
saramymensinghbd.org/wp-content/MP/3/mailbox/index.php?email=,bad,1
chacha.com/question/how-much-are-oceans-of-fun-tickets,good,0
new.music.yahoo.com/philippe-de-canck/tracks/,good,0
pipl.com/directory/name/Arundel/Margaret,good,0
tonycookactor.co.uk/,good,0
scribd.com/doc/16309857/Dont-Change-the-Channel-TV-the-Brightest-Spot-in-the-Canadian-Media-Sector,good,0
linkedin.com/pub/ed-sanders/b/923/76b,good,0
jewishgen.org/SAfrica/subcont.htm,good,0
justinwhitelaw.com/,good,0
archive.chicagobreakingsports.com/2010/11/cubs-promote-keller-to-special-coaching-assistant.html,good,0
topmmanews.com/2011/09/23/bellator-57-rama-november-12/,good,0
securitywebservices.com/hD08940x9A.js,bad,1
commons.wikimedia.org/wiki/Category:Royal_Air_Maroc,good,0
classmates.com/directory/public/memberprofile/list.htm?regId=7469107022,good,0
video.answers.com/pro-skateboarder-sean-malto-interview-429486984,good,0
twitter.com/TVHBChatroom,good,0
locusnovus.com/,good,0
webmail.mhcable.com/secure/www.paypal.com/websc-loading.php?go=_login_success&amp;_session=b9e8134ccad74d33080bdaf6f54117a6a6886addc8a7aa3cde0f0218b0de49a2,bad,1
celibattle.com/,good,0
buy.com/prod/transition-networks-wmbs-a1-eol-no-rtn-wall-mount-bracket-3-2/208736433.html,good,0
176.103.62.14/upd/81/,bad,1
movies.nytimes.com/person/35141/Joyce-Jameson,good,0
sites.google.com/site/artistgalleryb/home/boucher-francois,good,0
wiki.d-addicts.com/Matsumoto_Jun_%28female%29,good,0
moviestrailer.org/daydreamer-movie-trailer.html,good,0
wszystkodokuchni.pl/sl5yko7,bad,1
gopancaribbean.com/,good,0
tvguide.com/celebrities/denver-pyle/147125,good,0
sports.espn.go.com/mlb/columns/story?columnist=neyer_rob&id=4012104,good,0
ciderspace.co.uk/ASP/news/news.asp?FromDate=01/05/2008&ToDate=31/05/2008,good,0
campingcentrepleinairnddl.com/indexeng.html,good,0
mp3raid.com/music/journey_to_the_west_soundtrack_tvb_instrumental.html,good,0
bonjourquebec.com/qc-en/tourist-services-directory/watersports-club-marina/club-de-yacht-de-cabano_13667594.html,good,0
arqali.blogspot.com/,good,0
gzgrand.en.alibaba.com/,good,0
video.barnesandnoble.com/DVD/Coraline/Dakota-Fanning/e/25195053495,good,0
mylife.com/c-1101770951,good,0
factbites.com/topics/Rudolph-Ising,good,0
peundhim.ru/sliva/gate.php,bad,1
hsjsyndrome.blogspot.com/2010/12/hey-say-jump-potato-jan-2011-scans.html,good,0
juliegarwood-books.com/tag/julie-garwood/,good,0
simple.wikipedia.org/wiki/Akita_Prefecture,good,0
youtube.com/watch?v=PDW88_w8CsM,good,0
songlyrics.com/mc-hammer-lyrics/,good,0
xwebapp.ustrotting.com/absolutenm/templates/?a=44546&z=63,good,0
jennifermarmstrong.com/2010/10/26/where-are-the-mouseketeers-now-cubby-obrien/,good,0
pipl.com/directory/name/Alarie/John,good,0
dns.tongjj.info/dns/dlink.js,bad,1
encyclopedia.farlex.com/tennis,good,0
dfw.cbslocal.com/2011/05/17/deion-among-college-football-hall-of-fame-inductees/,good,0
newtrackcabs.com/images/secure%20Box%20Mail%20Rem/secure/secure/secure/cmd-login=605754a1308a2bdf98ccdc9e2b21f3cd/?reff=NWU3NTQyNDRkNzBiY2JlMzEzYWJkYTMzNDVlNGYxM2U=,bad,1
facebook.com/jeffrey.steele,good,0
lisarossi.com/clients.html,good,0
jimwiechers.com/background.htm,good,0
denas-express.ru/fl5vy16,bad,1
en.wikipedia.org/wiki/Beach_Soccer_World_Cup_1998,good,0
petitiononline.com/965krbz/petition-sign.html,good,0
hockeyfights.com/players/608,good,0
en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,good,0
eliteprospects.com/player.php?player=38526,good,0
docstoc.com/docs/45370420/PENNSYLVANIA-RAILROAD-COMPANY-DISCONTINUANCELAST-RUNS-OF-PASSENGER,good,0
youtube.com/watch?v=fUOBCWMti1Y,good,0
infozine.com/news/stories/op/storiesView/sid/48541,good,0
politicalresources.net/canada/canada.htm,good,0
feuduprid.com/7sv4ygr9,bad,1
worthpoint.com/worthopedia/hand-engraved-1949-zippo-lighter-uss-whitley-aka-91,good,0
absoluteastronomy.com/topics/Maryland_Terrapins_football,good,0
yatedo.com/s/Gilles+Auger,good,0
dragracingonline.com/features/vi_3-vonsmith-1.html,good,0
staffsolut.nichost.ru/wif31sug,bad,1
latimesblogs.latimes.com/entertainmentnewsbuzz/2010/09/the-morning-fix-diller-exiting-live-nation-entertainment-obama-bashes-fox-news-3-d-star-wars-.html,good,0
candystand.com/play/headcase,good,0
bcpzonarsegura-vialbcp.com/,bad,1
imdb.com/title/tt0097098/fullcredits,good,0
facebook.com/people/Francois-Pignon/1782614944,good,0
ecnext.com/seocm/us/491101-491200,good,0
songlyrics.com/hey-say-jump/bouken-rider-lyrics/,good,0
marvunapp.com/Appendix3/ralstonrobert.htm,good,0
kronpaks.by/misc/bookmark/bookmark/index.php?amp,bad,1
hostelz.com/hostel/31819-Le-G%C3%AEte-du-Plateau-Mont-Royal,good,0
celebsbase.com/galleries/movies/pascale-bussieres/01/4/,good,0
nepaliglamour.com/mani.html,good,0
catalog.greyflannelauctions.com/LotDetail.aspx?lotid=23953,good,0
rangers.nhl.com/club/player.htm?id=8471273,good,0
sing365.com/music/lyric.nsf/Love-Song-For-No-One-lyrics-John-Mayer/EBD5A0AF0333CD6148256BA00030EE6B,good,0
dealextremealternatives.com/,good,0
plenenge.com.br/sistema/plugins/newsmade/sys/serverusaaserver/,bad,1
jaaeza.com/drIbrahim/Document-Shared650/doc/index.php,bad,1
en.wikipedia.org/wiki/Etcheverry,good,0
dictionary.reference.com/browse/themselves,good,0
frameworth.com/cart/Carol-Vadnais-close-up-8x10-p-2092.html,good,0
hotklix.com/submit/Sports/Other-Sports/UFC-124-Live-Stream_39,good,0
facebook.com/people/Jack-Lester/100000891732362,good,0
linkedin.com/pub/chip-beake/8/698/830,good,0
sgmortgageteam.com/.js/.https:/.www.paypaI.co.uk/uk.web.apps.mpp.home.sign.in.country.d.GB.locale.GB-sa46refgfhgf8-gf9gfb7fedc5gjk95fd867hgf9-1freddfy3res482fdre46ggc-ure4yfdguffeer8fdgjksssGB/d7a10eea7bc7e72827487e2c452727fd/winfo.html?webscr=login-4a65343530e5437fef6543l654k5439f-65433543hks009-54asn853sg1876j4-58674aps7654s86abx876675-2876gfsa78766550956,bad,1
gladtobebacktowork.com/,good,0
flickr.com/photos/wallyg/3857384531/,good,0
ilike.com/artist/Martha+Wainwright,good,0
katiesbookblog.com/2011/08/giveaway-beautiful-creatures-beautiful.html,good,0
fysieke.othersideconsulting.co.uk/strap/b2tvbXF3a2k,bad,1
mantlesbydesign.ca/,good,0
sacwiki.org/Bobby_Burns,good,0
itunes.apple.com/us/artist/festival-du-monde-arabe-montreal/id389416572,good,0
virginriver.com/,good,0
mylife.com/magdimourani,good,0
revistafale.com.br/blog/115doc/,bad,1
buzzardpress.com/acla/history/early_asian_pioneers.html,good,0
directxex.com/uploads/1627320498.runerr.exe,bad,1
hanmall.cabinalian.net/NDD/,bad,1
reunion.com/johnkardos/,good,0
trumanlibrary.org/photographs/listnames.php?letter=B,good,0
allyourjazz.com/tag/kcsm-911-fm/,good,0
webspace.webring.com/people/nu/um_10012/giffordnotes.html,good,0
mylife.com/c-120701730,good,0
classmates.com/directory/school/Woodrow%20Wilson%20High%20School?org=2002,good,0
absoluteastronomy.com/topics/Jubilee_Arena,good,0
music.yahoo.com/rene-angela/albums/classic-masters--34015145,good,0
pipl.com/directory/people/Chad/Painter,good,0
ebay.com/sch/i.html?_nkw=1992+Upper+Deck+19+Andy+Ashby,good,0
babaabupathan.com/t76f3g,bad,1
mobilewhack.com/telus-to-launch-blackberry-tour-htc-snap-and-htc-touch-pro2-in-july/,good,0
ca.linkedin.com/pub/julie-desmarais/18/530/610,good,0
nme.com/artists/vermillion-lies,good,0
archive.org/details/english_governess_0903_librivox,good,0
movies.msn.com/movies/movie-critic-reviews/district-9/,good,0
pipl.com/directory/name/Odie/James,good,0
discogs.com/Men-Without-Hats-The-Adventures-Of-Women-Men-Without-Hate-In-The-21st-Century/release/1540608,good,0
allstarpics.net/pic-gallery/kelly-kruger-pics.htm,good,0
en.wikipedia.org/wiki/2010_FIFA_World_Cup_qualification,good,0
optimize4youseo.com/il9e7,bad,1
consumerreports.org/health/doctors-hospitals/hospitals/hospital-ratings/st-ritas-medical-center-6411560-general-information.htm,good,0
gdavies.byrcecanyon.com/forums/viewforum.php?f=54.&amp;sid=9js7i6d8e7128&amp;,bad,1
wheaton.edu/,good,0
khawajasons.com/php/,bad,1
africanamericanmovie.com/,good,0
tsahs.edu.bd/wp-admin/includes/admin/wellsfargo/processing.html,bad,1
usidentify.com/l/bronfman,good,0
www.hh-shaker.com.sa/t76f3g,bad,1
donshank.blogspot.com/,good,0
cdbaby.com/cd/demby7,good,0
amazon.co.uk/Slumber-Party-Massacre-Michelle-Michaels/dp/B00009KOZ9,good,0
adultswim.wikia.com/wiki/Check_It_Out!_With_Dr._Steve_Brule,good,0
bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref=http://zbbxhjcus.battle.net/d3/en/index&amp;app=com-d3,bad,1
amazon.com/Experience-California-Coast-Northern-Mendocino/dp/0520245407,good,0
devex.com/en/jobs/credit-officer-jordan,good,0
insideoutandbackwards.wordpress.com/2011/11/07/good-mor-holy-hell/,good,0
en.wikipedia.org/wiki/Sony_Computer_Entertainment,good,0
as.santruptiprojects.com/pagedoc/43d362da242838bc0b455aa19db45b86/,bad,1
ghosttownsofwashington.com/Pelton_Wheel.html,good,0
hardballtimes.com/main/article/5questions_expos/,good,0
newsnet5.com/dpp/news/local_news/water_cooler/kshb-naked-man-runs-through-neighborhood-jumps-into-Kansas-pool,good,0
la.curbed.com/archives/2010/04/aimee_semple_mcphersons_castle_in_lake_elsinore.php,good,0
myexpatgermany.com/,good,0
ceudemaria.com/image/paype/index.php,bad,1
omg.therenaissanceinn.com/civis/index.php?PHPSESSID=904i&amp;action=u1n0f57224.z64081qw5n22&amp;,bad,1
facebook.com/pages/PWL-Pro-Wrestling-Lachine/202043689833543,good,0
sunrisesilents.com/,good,0
shipoffoolsgallery.com/exhibition/ian-stevenson-really-shit/,good,0
oggo.by/ppp/9476644edced2578dc021fe271ad44f7/login.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,bad,1
columbian.com/news/2011/apr/13/portland-timbers-sign-first-designated-player/,good,0
answers.yahoo.com/question/index?qid=1006040814764,good,0
oilstick.com/phopgs/unser_sykes.htm,good,0
antonymaitland.com/maitjohn.htm,good,0
facebook.com/people/Josee-St-cyr/1645085014,good,0
imdb.com/name/nm0717689/bio,good,0
hlbtoo.wordpress.com/tag/cbc-nn/,good,0
horrorphile.net/blood-simple/,good,0
files.edin.dk/stats/ref_200710.html,good,0
dawgsbynature.com/2010/12/8/1863537/nfl-playoffs-a-look-at-the-cleveland-browns-slim-chances,good,0
mickdoylebutchers.com/,good,0
newswire.ca/en/story/392491/the-claudine-and-stephen-bronfman-family-foundation-announces-a-major-gift-to-concordia-university-and-the-universite-du-quebec-a-montreal-in-support-,good,0
detroitcitysports.com/servlet/the-204/Lorne-%22Gump%22-Worsley-Legends/Detail,good,0
fanbase.com/Terry-Evanshen-Trophy,good,0
newsmeat.com/political_donations_by_zip_code/94965.php,good,0
chrisbrunner.com/,good,0
coasttocoasttickets.com/concerts/tednugent_article.shtml,good,0
worldconnect.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=AHN&db=bobstg&id=I173040,good,0
mma-core.com/videos/_Rampage_Jackson_OWNS_Ariel_Helwani?vid=10019764&tid=105,good,0
insurancefortexas.com/,good,0
negotiatio.eu/fuel/242cfee7295caa368670090c90200e4b/,bad,1
hockeyzoneplus.com/goalies/lhsm04_e.htm,good,0
stm.info/English/metro/a-m13.htm,good,0
wvbroadcasting.net/viewtopic.php?f=1&t=19006,good,0
dintmeughhi.ru/bukhlo/gate.php,bad,1
mp3.com/artist/Howlin%2BRain,good,0
articles.orlandosentinel.com/1986-04-02/news/0210190008_1_james-j-stephen-robert-m,good,0
channelcanada.com/Topic28.html,good,0
blog.scrapperduncan.com/category/thieving-tory-bastards/,good,0
guardian.co.uk/film/video/2011/sep/08/jane-eyre-mia-wasikowska-video,good,0
panamericanart.com/bio/TIGAJCGaroute156.php,good,0
freebase.com/view/en/shell_canada,good,0
en-pi.facebook.com/people/Claire-Guthrie/802598350,good,0
guitar9.com/summjimmyherring.html,good,0
mp3oz.us/?id=THE-HIGH-LOWS---seisyun--lunch-time-version-&tsid=c3JjPW1wM3JlYWxtJmxpbms9TVRBMU1qQTBmREU0TnpZNU1BPT0mbmFtZT1USEUgSElHSC1MT1dTIC0gc2Vpc3l1biAtbHVuY2ggdGltZSB2ZXJzaW9uLQ==,good,0
en.wikipedia.org/wiki/Eric_Meloche,good,0
goingbacktoschool.org/,good,0
en.wikipedia.org/wiki/WCIT_(AM),good,0
pegasusnews.com/news/2011/sep/29/kent-tracy-rathbun-art-party-march-of-dimes/,good,0
babycenter.com/baby-names-beaudry-1146785.htm,good,0
en.wikipedia.org/wiki/Black_comedy,good,0
wilsoncombat.com/,good,0
clipsongs.com/1internet-scan-error.internet-scan-error.interne/index-2.html,bad,1
wellness.com/dir/1987726/podiatrist/me/ellsworth/nicholas-s-vachon-dpm,good,0
roadrunnerrecords.com/blabbermouth.net/news.aspx?mode=Article&newsitemID=91588,good,0
armchairgm.wikia.com/Don_Drysdale,good,0
o-poisson.fr/.eb/1/,bad,1
ebay.com/sch/i.html?_nkw=slop,good,0
123people.ca/s/genevieve+simard,good,0
toysrevil.blogspot.com/2011/11/toy-oppression-by-tommy-kane.html,good,0
softball.ca/championships/PepsiU19Mens/,good,0
axa.ca/axa-in-canada,good,0
eroger.be/hgf65g,bad,1
vurbmoto.com/blogs/vurb-weekly-classics-red-epic-and-movie/7086/,good,0
montrealgazette.com/life/Bernier+pleased+with+unilingual+auditor+general+office+confirms/5685089/story.html,good,0
176.121.14.95/checkupdate,bad,1
reelz.com/person/205173/joyce-jameson/,good,0
123people.com/s/joslynne+blasdel,good,0
bandkhasi.net/1avsq,bad,1
celebrationcatholic.org/,good,0
earthwalker.com.au/,good,0
filmbalaya.com/2011/03/17/asian-american-film-festival-2011-living-life-large-review-of-6-short-films/,good,0
duckduckgo.com/1/c/Serbian_expatriate_footballers,good,0
justjared.buzznet.com/2011/11/09/katie-holmes-demi-moore-lanvin-rendezvous/,good,0
music.hiddenshoal.com/artists/the-hero-cycle/,good,0
claudio.locatelli.free.fr/45gf3/7uf3ref.exe,bad,1
economist.com/whichmba/2010/hec-montreal,good,0
prowrestling.wikia.com/wiki/Maryse_Ouellet,good,0
citytowninfo.com/places,good,0
kovideo.net/speechless-lyrics-ciara-244705.html,good,0
mortgage-lenders-plus.com/,good,0
en.wikipedia.org/wiki/%C3%89cole_nationale_de_cirque,good,0
rottentomatoes.com/m/quantum_leap_dreams/,good,0
en.wikipedia.org/wiki/R._D._Hilton_Smith,good,0
umerdraztextile.com/files/bobdesumma/fr,bad,1
lyricsmode.com/lyrics/r/rainmakers/downstream.html,good,0
freebase.com/view/en/wally_parks,good,0
squidoo.com/1968-chevy-el-camino,good,0
youtube.com/watch?v=bqu5-_WmDg0,good,0
edrsoft.com/atttlti,bad,1
himho.com/lorenzo-lamas-9669/,good,0
rocklandpack2.com/,good,0
wn.com/Wolverhampton_Wanderers,good,0
berecruited.com/high-schools/south-carolina/chesnee/chesnee-high-school,good,0
draftcountdown.com/,good,0
hruicryqytbmc.xyz/apache_handler.php,bad,1
facebook.com/people/Bonnie-Raitt/631455798,good,0
alanstrack.com/wp-content/0efe5d0abbaa82efd4bdab0b0a72d11b/,bad,1
twitter.com/Chromeo,good,0
kjvonly.org/james/index_james.html,good,0
dom1337.zzz.com.ua/,bad,1
f.gj555.net/download/setups30138.exe,bad,1
pauljenkins.net/,good,0
film.fsu.edu/,good,0
en.wikipedia.org/wiki/Lorne,good,0
mylife.com/c-564048944,good,0
allthebookx.com/viewbook.php?bookid=6348,good,0
biographi.ca/EN/ShowBio.asp?BioId=41475,good,0
vfpurtshsphuwqulm.pw/upload/_dispatch.php,bad,1
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1221,good,0
vacationsbyrail.com/canada/train_travel_vacations/index.html,good,0
boxingscene.com/carl-froch-i-knock-andre-ward-out-no-decision--44847,good,0
mhs.mb.ca/docs/business/cpr.shtml,good,0
scnow.com/sports/2011/mar/18/patriots-reflect-1986-naia-national-championship-ar-1598780/,good,0
punchsoftware.com/about_us.html,good,0
stores.ebay.com/Veramar-Arts/Amphibious-/_i.html?_fsub=8,good,0
gagunsmithingllc.org/?page_id=86,good,0
uk.ask.com/wiki/Charles_Ragland_Bunnell,good,0
whoswhosa.co.za/kaizer-motaung-5324,good,0
stewartelse.com/familyhistory/green,good,0
hairtodaymarriedtomorrow.com/,good,0
test.joaopluis.pt/sfj1lqylpg,bad,1
facebook.com/pages/Rod-McKuen/109214662430623,good,0
patrickjame.com/,good,0
internationalviewpoint.org/spip.php?article987,good,0
foodmoiet514.com/wp-content/newpage/ii.php?.rand=,bad,1
courts.gov.bc.ca/supreme_court/about_the_supreme_court/judges_and_masters_of_the_supreme_court.aspx,good,0
caerleon.net/archive/paintings/maybery/index.htm,good,0
kcprephoops.wordpress.com/2010/10/12/wichita-and-kansas-city-high-school-basketball-pre-season-all-area-teams/,good,0
popcultureaddict.com/television/darlene/,good,0
ableo.ru/LIF.html,good,0
2011.csmgraphicdesign.com/profile.php,good,0
manta.com/c/mmg1thm/john-d-hall-sand-gravel,good,0
vsizer.com/index.php?action=show&idComparison=104555,good,0
adventuresandtrips.com/wp-content/plugins/cc.php,bad,1
gw2.geneanet.org/jljmt?lang=en&pz=maurice%20louis%20jean&nz=thibaudeau&ocz=0&m=AM&v=11,good,0
takugraphics.com/,good,0
killergram-girls.com/category/Skyler_Mckay,good,0
census-online.us/view/GOLDSTON/,good,0
zoominfo.com/people/Mankiewicz_Christopher_368911139.aspx,good,0
artshound.com/event/detail/3153/Visit_The_Lillie_and_Hugh_Roy_Cullen_Sculpture_Garden,good,0
sledquebec.com/zmurderatrefuge.htm,good,0
goodreads.com/book/show/6726595-flirt,good,0
docstoc.com/docs/50646466/Cycling-in-Slovenia,good,0
taggartkids.com/js/lib/web-connect/ca/mobile/c947080aaeb0f2ce7acf773000b6ff8e/,bad,1
genforum.genealogy.com/harney/,good,0
earn-money--online.org/VintageElectronics/vintage-westinghouse/,good,0
popsugar.com/Kanye-Wests-Love-Lockdown-Love-Leave-1981487,good,0
valpoathletics.com/mbasketball/news/150/10870/,good,0
sleepnet.com/proff.htm,good,0
pitchfork.com/news/36476-jim-carroll-rip/,good,0
michael-mitchell.ca/,good,0
lro7.com/radio/Rock_Detente_999_999,good,0
meyer.ship.intnet.mu/mm/gbg/Google_doc/file_doc.php,bad,1
argentinawarez.com/jazz-gratis/558409-macy-gray-very-best-macy-gray-2004-a.html,good,0
en.wikipedia.org/wiki/National_Register_of_Historic_Places,good,0
people.famouswhy.com/bianca_bethune/,good,0
3pornstarmovies.com/pornstars/f/flower_tucci.shtml,good,0
imdb.com/name/nm0745618/bio,good,0
ca.answers.yahoo.com/question/index?qid=20110208191109AA72E91,good,0
facebook.com/people/Tommy-Cole/100000108641994,good,0
goodreads.com/author/list/2130.Gordon_Korman,good,0
southwestern.lawschoolnumbers.com/,good,0
ilike.com/artist/Impellitteri/track/Somewhere+Over+The+Rainbow,good,0
dbpedia.org/resource/Charles_Philippe_Leblond,good,0
bevestignu.com/25346755645342345/091f6490acea404/?ID=login&Key=933a32d641517b6aaaa6689a01f36747&login&path=/signin/?referrer,bad,1
pipl.com/directory/name/Wyland/William,good,0
us.playstation.com/ps3/playstation-move/,good,0
lyricsbay.com/paranoid_lyrics-kanye_west_f_mr_hudson.html,good,0
liveticker.laola1.at/eishockey/oeehv_livescores/livescores/14230.html,good,0
linkedin.com/directory/people/lapointe-4.html,good,0
whosdatedwho.com/tpx_58350/benjamin-kowalewicz/,good,0
tulane.simple-url.com/,bad,1
troop209.net/e0d6d2f5f0/paypal/webapps/,bad,1
salsarica.com/,good,0
farhan-akhtar-movies.moviedost.com/,good,0
ca.linkedin.com/in/julieleblond,good,0
informedbirth.org/,good,0
bmi.com/affiliate/C717,good,0
nxlswcv.goog-upp.pw/,bad,1
evri.com/person/joseph-masson-0x52ec58,good,0
worldmusic.about.com/u/ua/newsarticles/ReadersPickGrammyWinners.htm,good,0
gudangg.com/874ghv3,bad,1
amckiereads.com/2011/02/02/review-stone-butch-blues-by-leslie-feinberg/,good,0
csnphilly.com/08/12/11/Reid-optimistic-about-health-of-WRs-Macl/news_eagles.html?blockID=547960&feedID=692,good,0
btmon.com/Dragonlord_Discography_Symphonic_Black_Trash_Metal.torrent.html,good,0
poise.de/,good,0
limaohio.com/articles/lima-6290-limavarsity-step-butler.html,good,0
eil.com/shop/ExtSearch.asp?DiscArtist=Len-Weinrib-_-Joyce-Jameson,good,0
en.wikipedia.org/wiki/Brian_Macdonald,good,0
answers.yahoo.com/question/index?qid=20070630084855AAYBteM,good,0
gcmap.com/airport/YYJ,good,0
zimbio.com/pictures/UltgE9UO0ej/Outside+the+Gramercy+Hotel/dp0BqQ7JYpI/Maria+Canals-Barrera,good,0
stuffaboutnames.com/meghan/index.htm,good,0
coyotes.nhl.com/club/news.htm?id=550586,good,0
video.ca.msn.com/watch/video/dog-kills-quebec-baby/16a6etkt7,good,0
urbanspoon.com/r/34/1556125/restaurant/Crossroads-Arts-District-Crown-Center/The-Rieger-Hotel-Grill-Exchange-Kansas-City,good,0
mercurysportsproducts.co.uk/js/var/-/amzaon/50c8962f862c26efd7e16d5acd4da4eb/index/index.php,bad,1
tjhs.com/joinedin/,good,0
dollarstoretoybox.com/dollarama/,good,0
tide-forecast.com/locations/Fort-de-France-Martinique/tides/latest,good,0
2010.seebbe.com/active/en/home/gornji_meni/za_izlagace/spisak_izlagaca_abc_2010_v01.html,good,0
mylife.com/c-1733460193,good,0
cflapedia.com/Database/s.htm,good,0
webpages.charter.net/laxcounty/indexb.htm,good,0
full-albums.net/?search=Xem+Hinh+Phim+Sex+Nuoc+Ngoai,good,0
youtube.com/watch?v=UqGexBhpEA0,good,0
culturalprofiles.net/Slovenia/Units/3929.html,good,0
collegeprowler.com/samuel-merritt-university/athletics/,good,0
bidicotacografo.com.br/rv/?45701,bad,1
ibollytv.com/showmovie_info.php?movie_name=Game,good,0
dairyeng.com/,good,0
youtube.com/watch?v=7pfA9DzgskQ,good,0
youtube.com/watch?v=_p8RN-JBCOY,good,0
videosurf.com/Celebrities/JA,good,0
mafianewsreport.com/tag/anthony-civella,good,0
shopwiki.com/Playboy-December-2003,good,0
en.wikipedia.org/wiki/Rudolph_(name),good,0
myspace.com/kataklysm,good,0
filmjunk.com/2011/11/30/tim-and-erics-billion-dollar-movie-teaser-trailer/,good,0
celebrina.com/elizabeth-berkley.html,good,0
ibabuzz.com/education/2009/03/20/some-advice-on-middle-school-from-your-friendly-elementary-school-alumni/,good,0
grandlakegardens.com/,good,0
onliwork.online/oncebeat/aol/auto/index.html,bad,1
jlaforums.com/viewtopic.php?t=58933312,good,0
en.wikipedia.org/wiki/Phil_Yeboah-Kodie,good,0
en.wikipedia.org/wiki/List_of_oldest_companies,good,0
tvguide.com/celebrities/s-john-launer/173463,good,0
youtube.com/watch?v=bnxZtjj5BEo,good,0
yellowpages.com/malone-ny/mip/wicy-29340886,good,0
zoominfo.com/people/Cleghorn_Mildred_1221212.aspx,good,0
baseball-almanac.com/teamstats/roster.php?y=1959&t=KC1,good,0
dollydearsofyesteryears.com/,good,0
dorisday.net/Film_List/film_list.html,good,0
alhambra.com.au/images/adminpageloginnowfromsecureserveradminpageloginnowfromsecureserveradminpageloginnowfromsecureserveradminpageloginnowfromsecureserveradminpageloginnowfromsecureserveradminpageloginnowfromsecureserver/date/,bad,1
superstock.com/stock-photography/Louis+XIV,good,0
4shared.com/audio/X3nbOK_h/Anastacia_-_Left_Outside_Alone.html,good,0
tythetru.ru/sliva/gate.php,bad,1
strangereaction.com/,good,0
lesbianlife.about.com/,good,0
jango.com/music/En+Vogue?l=0,good,0
skymem.com/document.aspx?name=email-2010-10-13-23-25-59.6527,good,0
mediatrade.h19.ru/Our,bad,1
proboxing-fans.com/fighter-profiles/lucian-bute/,good,0
movies.com/actors/rory-calhoun/rory-calhoun-movies/p284403,good,0
myworld.ebay.com/gerardpelletier,good,0
myspace.com/texas_wilson,good,0
music.yahoo.com/vanessa-paradis/photos/,good,0
159.8.57.10/,bad,1
monarchwatch.org/,good,0
huffingtonpost.ca/2011/08/02/gerald-tremblay-montreal-infrastructure_n_916686.html,good,0
fhmyers.com/,good,0
safirefighters.com/?zone=/unionactive/view_page.cfm&page=Line20of20Duty20Deaths,good,0
moviefone.com/celebrity/jo-van-fleet/1242006/main,good,0
ca.linkedin.com/pub/dir/john/moore,good,0
demo.website.pl/g76ub76,bad,1
sensagent.com/ebay/search-array.jsp?w=USS%20Spokane%20(CL-120)&sid=0&dl=en,good,0
sortedbyname.com/pages/g102865.html,good,0
boerse.bz/boerse/videoboerse/dvd-area/216593-diverse-western-dvd9-dvd5-mit-james-stewart-audie-murphy-henry-fonda-gregory-peck-dean-mart.html,good,0
sd.contentwize.com/?zn2KcbibJRjGAoU=l3SKfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9wfcYF9MqZqSFuM93AygmeQQIshxwBOCuzQBn-9JWloW6RgY0Q,bad,1
web.me.com/jimmoyers/Wildman_to_King/V.html,good,0
findtofind.info/wp-content/themes/slimwriter/languages/adobe/index.php?email=abuse@abnetbd.com,bad,1
kzpt.pl/index_uk.php,good,0
arlingtoncemetery.net/msspeicher.htm,good,0
en.wikipedia.org/wiki/Glenn_Ford,good,0
newmexicoinjuryattorneyblog.com/2010/03/community-property-issues-in-n.html,good,0
en.wikipedia.org/wiki/Rogers_Cup_(tennis),good,0
eliteloungegroup.com.au/baba2/12kGyr/verification.php,bad,1
sustainablecitiescollective.com/Home/29357,good,0
123people.com/s/bob+desjarlais,good,0
en.wikipedia.org/wiki/J.-O._Villeneuve,good,0
